penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:33+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:49+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:27+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:50+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:27+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:35+00:00
1964,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:49+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:27+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:27+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:34+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
1961,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:53+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
1975,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:37+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
1976,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:36+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
1962,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:52+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:57+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:20:07+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:47+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:48+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:26+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:44+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Ordinary hours,100,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Ordinary hours,100,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:58+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:38+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:28+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:54+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:45+00:00
1959,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,225,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:55+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:41+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Public holiday,225,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:29+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Public holiday,225,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:29+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Public holiday,250,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:25+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Public holiday,250,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:25+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:43+00:00
1997,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Saturday,125,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
1957,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,125,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:56+00:00
1997,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Saturday,125,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:30+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:55+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:42+00:00
1998,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Sunday,150,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:29+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:55+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Sunday - all day,200,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:25+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Sunday - all day,200,,,false,,2025-07-01,,6,2025,2025-06-03T01:19:25+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,,,false,,2025-07-01,,10,2025,2025-06-03T01:19:46+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:33+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:49+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:33+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:49+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:51+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:51+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:36+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:35+00:00
1964,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:50+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:34+00:00
1964,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:50+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:34+00:00
1961,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:53+00:00
1975,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:38+00:00
1961,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:54+00:00
1975,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:37+00:00
1976,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:36+00:00
1976,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:37+00:00
1962,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:53+00:00
1962,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:53+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:20:07+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:20:07+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:57+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:57+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:47+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:48+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:48+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:48+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:58+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:58+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:45+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:44+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:38+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:54+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:39+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:54+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:42+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:41+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:46+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:45+00:00
1959,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,225,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:55+00:00
1959,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,225,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:55+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:43+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:43+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:43+00:00
1957,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,125,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:56+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:56+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:42+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:56+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:42+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:46+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,JN,,false,,2025-07-01,,10,2025,2025-06-03T01:19:47+00:00
5412,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AA,50.6,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5410,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AA,33.74,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5411,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AA,39.36,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5408,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AA,25.3,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5409,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AA,29.24,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5403,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AA,28.11,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5414,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – after 3 hours,200,AA,44.98,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5413,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – first 3 hours,150,AA,33.74,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
5402,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Ordinary hours,100,AA,22.49,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:25+00:00
5407,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AA,29.24,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5416,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Public holiday,250,AA,56.23,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:22+00:00
5406,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Public holiday,225,AA,50.6,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5404,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Saturday,125,AA,28.11,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5405,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Sunday,150,AA,33.74,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:24+00:00
5415,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Sunday – all day,200,AA,44.98,false,BR100043,2025-07-01,,7,2025,2025-06-03T01:19:23+00:00
1954,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - all hours within shift,250,AD,66.38,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:19:58+00:00
1940,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AD,59.74,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:03+00:00
1938,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AD,39.83,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:04+00:00
1952,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,175,AD,46.46,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:19:59+00:00
1939,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AD,46.46,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:04+00:00
1953,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,200,AD,53.1,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:19:59+00:00
1936,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AD,29.87,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:05+00:00
1950,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,AD,36.51,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:00+00:00
1937,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AD,34.52,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:05+00:00
1951,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,AD,41.15,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:00+00:00
5417,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,150,AD,39.83,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:19:22+00:00
1931,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AD,33.19,false,BR89790,2025-07-01,,11,2025,2025-06-03T01:20:07+00:00
1942,21694,All full-time and part-time adult employees—overtime rates,1,Monday to Saturday – after 3 hours,200,AD,53.1,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:03+00:00
1941,21694,All full-time and part-time adult employees—overtime rates,1,Monday to Saturday – first 3 hours,150,AD,39.83,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:03+00:00
1930,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Ordinary hours,100,AD,26.55,false,BR89790,2025-07-01,,11,2025,2025-06-03T01:20:07+00:00
1945,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Ordinary hours,125,AD,33.19,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:02+00:00
1935,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AD,34.52,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:06+00:00
1949,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,AD,41.15,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:00+00:00
1948,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Public holiday,250,AD,66.38,false,BR89790,2025-07-01,,6,2025,2025-06-03T01:20:00+00:00
